fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20
0,0.7654462242562929,0.5576896872227941,0.1780227519670314,0.3684210526315789,0.5384615384615384
1,0.7025171624713958,0.451588740174669,0.1981656984322816,0.21052631578947367,0.3076923076923077
2,0.7379862700228833,0.5347918963500153,0.19336489371034665,0.3684210526315789,0.5384615384615384
3,0.7298245614035088,0.5555511032468895,0.1962178966585405,0.3157894736842105,0.46153846153846156
4,0.831578947368421,0.6462310195182246,0.16032491800522775,0.5263157894736842,0.7692307692307693
5,0.7585812356979404,0.5745923236594574,0.1840791114162814,0.3684210526315789,0.5384615384615384
6,0.8398169336384439,0.7322111319048279,0.15805835467114376,0.47368421052631576,0.6923076923076923
7,0.7345537757437071,0.45502101775383125,0.18672925464117537,0.21052631578947367,0.3076923076923077
8,0.7204678362573099,0.5570785104907574,0.21738934116132574,0.3157894736842105,0.46153846153846156
9,0.6923976608187135,0.43800807545451237,0.20581393733710143,0.2631578947368421,0.38461538461538464
10,0.8718535469107551,0.7072418915322454,0.15507454182090527,0.47368421052631576,0.6923076923076923
11,0.7665903890160183,0.5638686596870888,0.19203825991112866,0.3684210526315789,0.5384615384615384
12,0.7356979405034325,0.5123156618834888,0.19234886193859205,0.3157894736842105,0.46153846153846156
13,0.6842105263157895,0.5065406716510962,0.20298110818303244,0.3684210526315789,0.5384615384615384
14,0.6748538011695906,0.4242303037593702,0.20064998757338653,0.2631578947368421,0.38461538461538464
15,0.7448512585812357,0.5666146072717257,0.18674445921504923,0.3684210526315789,0.5384615384615384
16,0.6590389016018305,0.45567099629688773,0.22016771475230615,0.21052631578947367,0.3076923076923077
17,0.8272311212814645,0.553433938241813,0.1697627943565366,0.47368421052631576,0.6923076923076923
18,0.7391812865497076,0.5658864824322172,0.18571336207702854,0.3157894736842105,0.46153846153846156
19,0.735672514619883,0.5789654942673086,0.1855495159954196,0.3684210526315789,0.5384615384615384
20,0.7414187643020594,0.5822217356514674,0.19490944745861763,0.2631578947368421,0.38461538461538464
21,0.7700228832951945,0.5402254389757113,0.17722711323446008,0.42105263157894735,0.6153846153846154
22,0.6578947368421052,0.38056314446462464,0.2182787884318074,0.15789473684210525,0.23076923076923078
23,0.7192982456140351,0.4949698764028818,0.1917702660669574,0.3684210526315789,0.5384615384615384
24,0.8315789473684211,0.6519599060209311,0.1719165670835029,0.3157894736842105,0.46153846153846156
25,0.8135011441647597,0.5863363870725207,0.1658434291526975,0.42105263157894735,0.6153846153846154
26,0.7059496567505721,0.5347968344195668,0.20287769329107486,0.3157894736842105,0.46153846153846156
27,0.8226544622425629,0.6546655133792314,0.16316339182668305,0.47368421052631576,0.6923076923076923
28,0.6140350877192983,0.4764150168358422,0.25239614409623845,0.3157894736842105,0.46153846153846156
29,0.839766081871345,0.6779095464823675,0.15953518463625455,0.47368421052631576,0.6923076923076923
30,0.6967963386727688,0.5436908012658292,0.20955268537389857,0.42105263157894735,0.6153846153846154
31,0.7070938215102975,0.49201322976927925,0.19654020671631797,0.3157894736842105,0.46153846153846156
32,0.7951945080091534,0.5694958492274664,0.18261516160046692,0.3157894736842105,0.46153846153846156
33,0.87953216374269,0.7045151552028449,0.15579772950553403,0.3684210526315789,0.5384615384615384
34,0.6865497076023391,0.4585794706803258,0.20307468303775844,0.3157894736842105,0.46153846153846156
35,0.7070938215102974,0.4707547310151564,0.1981261364305981,0.2631578947368421,0.38461538461538464
36,0.7139588100686498,0.5648883947476291,0.19296425910323572,0.3157894736842105,0.46153846153846156
37,0.7643020594965675,0.5983132438376935,0.17642476572355456,0.47368421052631576,0.6923076923076923
38,0.8888888888888888,0.6946806760556928,0.15378865739282904,0.47368421052631576,0.6923076923076923
39,0.632748538011696,0.3592206797861027,0.2291271812418325,0.21052631578947367,0.3076923076923077
40,0.7082379862700229,0.5136146758578601,0.20053342150806203,0.3684210526315789,0.5384615384615384
41,0.6853546910755148,0.45726299783950997,0.21434388383865313,0.3157894736842105,0.46153846153846156
42,0.8386727688787186,0.7190910603286356,0.16242202329722305,0.47368421052631576,0.6923076923076923
43,0.7216374269005849,0.5021575685953314,0.19185213215749086,0.3157894736842105,0.46153846153846156
44,0.8222222222222222,0.6279767960293146,0.16454613164259801,0.42105263157894735,0.6153846153846154
45,0.6922196796338673,0.43421591033851054,0.2117573759220881,0.21052631578947367,0.3076923076923077
46,0.7723112128146453,0.5921968082768765,0.17187520348392557,0.3684210526315789,0.5384615384615384
47,0.7951945080091533,0.5764599097143679,0.18160436947129185,0.42105263157894735,0.6153846153846154
48,0.7263157894736841,0.6199956247221519,0.21321498980560277,0.42105263157894735,0.6153846153846154
49,0.7695906432748538,0.5462390403824937,0.1792515886528097,0.3684210526315789,0.5384615384615384
