fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20
0,0.7265446224256292,0.5181001761906922,0.19353774256182368,0.3157894736842105,0.46153846153846156
1,0.7185354691075515,0.43950263228049025,0.20135507707425163,0.21052631578947367,0.3076923076923077
2,0.7128146453089245,0.4341790038080257,0.20075758466991486,0.3157894736842105,0.46153846153846156
3,0.6771929824561403,0.5272695694683849,0.2050796672579709,0.3157894736842105,0.46153846153846156
4,0.8304093567251462,0.6879215698123274,0.17308210057351456,0.47368421052631576,0.6923076923076923
5,0.6693363844393593,0.49152794067625444,0.20814424539948884,0.3157894736842105,0.46153846153846156
6,0.8524027459954233,0.7432022723667682,0.16580040035599033,0.5263157894736842,0.7692307692307693
7,0.7105263157894737,0.42440002735088833,0.19823395678735087,0.3157894736842105,0.46153846153846156
8,0.6947368421052631,0.48383992844261303,0.21534949895815902,0.2631578947368421,0.38461538461538464
9,0.6491228070175439,0.41882056360850894,0.2119229681603415,0.21052631578947367,0.3076923076923077
10,0.8329519450800915,0.6230327531411122,0.17181271377918694,0.47368421052631576,0.6923076923076923
11,0.719679633867277,0.45105535959458093,0.2024837722815501,0.2631578947368421,0.38461538461538464
12,0.6853546910755148,0.4588419907302317,0.20866237568530657,0.21052631578947367,0.3076923076923077
13,0.6912280701754386,0.6070516435583473,0.20285482518938283,0.42105263157894735,0.6153846153846154
14,0.6456140350877193,0.38359676348397437,0.2054971270672541,0.3157894736842105,0.46153846153846156
15,0.7048054919908466,0.5121182672395888,0.19883110818789432,0.3157894736842105,0.46153846153846156
16,0.6350114416475973,0.4788256461584386,0.2202876042999031,0.2631578947368421,0.38461538461538464
17,0.8077803203661327,0.5429284850616948,0.1780214808810366,0.3157894736842105,0.46153846153846156
18,0.7052631578947368,0.48527334292447544,0.1990182058100036,0.21052631578947367,0.3076923076923077
19,0.7263157894736841,0.5145725621086538,0.19315432479626318,0.2631578947368421,0.38461538461538464
20,0.7334096109839816,0.5853321999868197,0.1993952700760261,0.42105263157894735,0.6153846153846154
21,0.7231121281464531,0.5094162572141929,0.19238451014817368,0.3684210526315789,0.5384615384615384
22,0.6544622425629291,0.3806927896103909,0.216010318990872,0.2631578947368421,0.38461538461538464
23,0.687719298245614,0.42727542266306695,0.20127134710721029,0.3157894736842105,0.46153846153846156
24,0.7543859649122806,0.5520218312566114,0.1947158904154241,0.2631578947368421,0.38461538461538464
25,0.8077803203661327,0.5912170055546457,0.17594252230064203,0.3684210526315789,0.5384615384615384
26,0.6395881006864989,0.41559742162003477,0.22139568630831627,0.21052631578947367,0.3076923076923077
27,0.7848970251716246,0.6275703210725658,0.17908017826616843,0.42105263157894735,0.6153846153846154
28,0.5883040935672514,0.44295212220912605,0.24525501848419096,0.2631578947368421,0.38461538461538464
29,0.8140350877192981,0.652520916107215,0.17168403720139508,0.42105263157894735,0.6153846153846154
30,0.6556064073226545,0.5185961239298755,0.2149499744543389,0.3684210526315789,0.5384615384615384
31,0.6899313501144165,0.46077471701209755,0.2001167834526412,0.3157894736842105,0.46153846153846156
32,0.7848970251716247,0.5943826976874478,0.19258289842687498,0.2631578947368421,0.38461538461538464
33,0.8222222222222222,0.5842023331916785,0.17896098711449246,0.3684210526315789,0.5384615384615384
34,0.695906432748538,0.4685791601354875,0.20230243788968466,0.3157894736842105,0.46153846153846156
35,0.7070938215102975,0.449384408164573,0.20813935699927488,0.2631578947368421,0.38461538461538464
36,0.7093821510297482,0.5146503116357205,0.20199990039006102,0.3684210526315789,0.5384615384615384
37,0.7025171624713958,0.49610270532034134,0.19585199719975704,0.21052631578947367,0.3076923076923077
38,0.8269005847953217,0.6861057067324817,0.17591151365633645,0.47368421052631576,0.6923076923076923
39,0.5730994152046784,0.32262305759907617,0.23011146975613256,0.15789473684210525,0.23076923076923078
40,0.6681922196796338,0.4200334718444636,0.21344971658008446,0.21052631578947367,0.3076923076923077
41,0.6670480549199085,0.4400468577102111,0.2169857133411805,0.2631578947368421,0.38461538461538464
42,0.8363844393592677,0.707563962187453,0.17361275653240224,0.5263157894736842,0.7692307692307693
43,0.7438596491228071,0.5490083580109155,0.1903582287755707,0.3157894736842105,0.46153846153846156
44,0.7847953216374269,0.5687973464168815,0.18356044043998948,0.3684210526315789,0.5384615384615384
45,0.6578947368421053,0.42752596497084044,0.2163352425678061,0.21052631578947367,0.3076923076923077
46,0.7745995423340961,0.6186265077621316,0.175762491479167,0.3684210526315789,0.5384615384615384
47,0.7482837528604118,0.5047038951369278,0.19570484307675434,0.3684210526315789,0.5384615384615384
48,0.7052631578947368,0.5574678822284242,0.21231338665785526,0.42105263157894735,0.6153846153846154
49,0.7204678362573099,0.4549210464481413,0.19694280755738813,0.2631578947368421,0.38461538461538464
