fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20
0,0.5148741418764302,0.2955826488429496,0.23325154764335593,0.15789473684210525,0.23076923076923078
1,0.5640732265446224,0.41382040468146425,0.2303880830547693,0.3157894736842105,0.46153846153846156
2,0.5983981693363845,0.3468968344044725,0.22207967106979623,0.10526315789473684,0.15384615384615385
3,0.5883040935672514,0.4486619957012206,0.2233086679917357,0.21052631578947367,0.3076923076923077
4,0.6532163742690058,0.4566741508691974,0.21786063127376817,0.3157894736842105,0.46153846153846156
5,0.4805491990846682,0.3010759469728152,0.25131535844956193,0.21052631578947367,0.3076923076923077
6,0.7723112128146452,0.623918250413068,0.20360662324728104,0.3684210526315789,0.5384615384615384
7,0.5732265446224256,0.4000352395106955,0.22866394748442923,0.2631578947368421,0.38461538461538464
8,0.543859649122807,0.42182291265562083,0.22972265384078316,0.21052631578947367,0.3076923076923077
9,0.5391812865497077,0.35715402198042956,0.22904938845691736,0.21052631578947367,0.3076923076923077
10,0.660183066361556,0.46220006380554196,0.2160210120768315,0.3684210526315789,0.5384615384615384
11,0.568649885583524,0.3458252870790969,0.2324121787887096,0.21052631578947367,0.3076923076923077
12,0.477116704805492,0.3405070872758572,0.24121730528122318,0.15789473684210525,0.23076923076923078
13,0.6444444444444444,0.5386345058998223,0.22465857160907515,0.3684210526315789,0.5384615384615384
14,0.5286549707602339,0.38596688596256357,0.22788990689894573,0.15789473684210525,0.23076923076923078
15,0.5869565217391304,0.3499803814351323,0.22319748077929535,0.21052631578947367,0.3076923076923077
16,0.5835240274599542,0.48350956879527224,0.2313851548659918,0.3157894736842105,0.46153846153846156
17,0.5657894736842106,0.37929837632426394,0.2252367894929088,0.2631578947368421,0.38461538461538464
18,0.6538011695906432,0.4731465005695831,0.21823704700971158,0.3157894736842105,0.46153846153846156
19,0.45614035087719296,0.3091984565437139,0.24246116407630017,0.10526315789473684,0.15384615384615385
20,0.6155606407322655,0.46962520588369766,0.22663181688397302,0.2631578947368421,0.38461538461538464
21,0.5022883295194508,0.35829188961548847,0.23179936179159638,0.21052631578947367,0.3076923076923077
22,0.5411899313501144,0.32470518353559996,0.2360709597482769,0.21052631578947367,0.3076923076923077
23,0.5216374269005848,0.3403429315923834,0.22840281950142471,0.21052631578947367,0.3076923076923077
24,0.5777777777777778,0.48648098164124237,0.2347273530917229,0.3157894736842105,0.46153846153846156
25,0.5183066361556063,0.3692553387212047,0.2330621937776545,0.21052631578947367,0.3076923076923077
26,0.4897025171624714,0.3016738184259926,0.2358416488830578,0.21052631578947367,0.3076923076923077
27,0.6235697940503433,0.4867289094089388,0.21999618402516755,0.2631578947368421,0.38461538461538464
28,0.5064327485380116,0.38844321086717604,0.23969545973062711,0.21052631578947367,0.3076923076923077
29,0.6701754385964912,0.5079705387175029,0.21092230690000185,0.3157894736842105,0.46153846153846156
30,0.6098398169336384,0.459140855462348,0.2189919474323184,0.21052631578947367,0.3076923076923077
31,0.5120137299771167,0.40830606467769764,0.23073910052188262,0.15789473684210525,0.23076923076923078
32,0.5789473684210525,0.4568238904201766,0.22918989107445198,0.2631578947368421,0.38461538461538464
33,0.5707602339181286,0.4065848280341302,0.22549590088847568,0.2631578947368421,0.38461538461538464
34,0.6187134502923977,0.4162432855890711,0.22336452938960089,0.21052631578947367,0.3076923076923077
35,0.517162471395881,0.32338048734983427,0.24211645698951859,0.21052631578947367,0.3076923076923077
36,0.5240274599542334,0.3499244793133217,0.23745912820141418,0.15789473684210525,0.23076923076923078
37,0.48169336384439354,0.3396793626785011,0.23836491799129012,0.21052631578947367,0.3076923076923077
38,0.6128654970760234,0.4612971555390065,0.21850368758099495,0.2631578947368421,0.38461538461538464
39,0.487719298245614,0.346526211026445,0.2412198892366137,0.15789473684210525,0.23076923076923078
40,0.47940503432494275,0.38504274868864163,0.23881210982071263,0.2631578947368421,0.38461538461538464
41,0.5469107551487413,0.4220547244876937,0.23446146301231824,0.2631578947368421,0.38461538461538464
42,0.6887871853546911,0.4853801966254616,0.21412336843839214,0.3684210526315789,0.5384615384615384
43,0.6362573099415204,0.44526663962859947,0.22022458121404395,0.3157894736842105,0.46153846153846156
44,0.6093567251461989,0.4243502574864504,0.22326080098388726,0.2631578947368421,0.38461538461538464
45,0.5434782608695653,0.3898899784925453,0.23047055711216652,0.2631578947368421,0.38461538461538464
46,0.6189931350114416,0.45494813704375975,0.21579452960449336,0.3157894736842105,0.46153846153846156
47,0.5011441647597255,0.3578333402283311,0.2406802758783,0.15789473684210525,0.23076923076923078
48,0.6175438596491228,0.5396898340334845,0.23197453949698327,0.3684210526315789,0.5384615384615384
49,0.5345029239766081,0.3168981086627577,0.23349177047014885,0.15789473684210525,0.23076923076923078
