fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20,umbral_capacidad
0,0.5964285714285714,0.2860223005631988,0.22079283783262546,0.2,0.15384615384615385,0.6272742710002238
1,0.7698412698412698,0.408048433048433,0.18869814073021807,0.4444444444444444,0.3076923076923077,0.6315035527903516
2,0.7836363636363637,0.5514754245064803,0.1772270872432795,0.5,0.38461538461538464,0.624411221685936
3,0.6581818181818182,0.31653518377047785,0.2212908232057966,0.3,0.23076923076923078,0.6758424211891693
4,0.6872727272727273,0.2687902102572509,0.18177487953586957,0.2,0.15384615384615385,0.5011589841097408
5,0.7214285714285714,0.29705562368488064,0.20580118324519425,0.4,0.3076923076923077,0.6930161956557718
6,0.7222222222222222,0.3715737871670075,0.17058629224156963,0.4444444444444444,0.3076923076923077,0.5544612762697992
7,0.6236363636363637,0.36193338360985416,0.23419117826898952,0.2,0.15384615384615385,0.6609564911956779
8,0.5981818181818181,0.26413680388947325,0.23317651109207274,0.3,0.23076923076923078,0.6816439416063922
9,0.6836363636363636,0.34435728025881474,0.19814130036600433,0.5,0.38461538461538464,0.6220019854415713
10,0.7553571428571428,0.408992059652437,0.16258162863426742,0.4,0.3076923076923077,0.5294402075510595
11,0.6130952380952381,0.2042821959701755,0.21409646492739387,0.2222222222222222,0.15384615384615385,0.6095398303009156
12,0.6927272727272727,0.32462801932367147,0.2359635340416234,0.4,0.3076923076923077,0.7403937344725063
13,0.6418181818181818,0.37153107061283597,0.1947761396605089,0.3,0.23076923076923078,0.628795613575367
14,0.7672727272727273,0.5887322248622355,0.18392260583668177,0.5,0.38461538461538464,0.6426682487047501
15,0.7928571428571429,0.3641155135272782,0.1669566923687408,0.5,0.38461538461538464,0.6188992283353764
16,0.6448412698412698,0.2550753601377618,0.1966285108101716,0.3333333333333333,0.23076923076923078,0.6227431860904131
17,0.5690909090909091,0.21751139388183,0.2427497029560121,0.2,0.15384615384615385,0.6824068155190097
18,0.7454545454545455,0.4766023405409594,0.1794570571680175,0.4,0.3076923076923077,0.6307033170784602
19,0.6436363636363637,0.37444009421950597,0.2528858631334452,0.2,0.15384615384615385,0.6951979125634098
20,0.7607142857142857,0.4997331615752668,0.17844524890974686,0.5,0.38461538461538464,0.69570967984095
21,0.6448412698412699,0.3653472138224822,0.19212016894409292,0.3333333333333333,0.23076923076923078,0.6450990217552673
22,0.66,0.24760939230504453,0.22047188908159035,0.3,0.23076923076923078,0.6195867819720245
23,0.7327272727272728,0.2827615509966769,0.20239197353868,0.4,0.3076923076923077,0.6102251776314789
24,0.7272727272727273,0.39200575872688603,0.18962492100470327,0.5,0.38461538461538464,0.6426248676076541
25,0.6125,0.3434867509393126,0.21380938567122737,0.4,0.3076923076923077,0.6181830498290961
26,0.6289682539682538,0.31054466975519607,0.23417407407804333,0.4444444444444444,0.3076923076923077,0.7135196062305559
27,0.7636363636363637,0.3955313567270089,0.21678619531049398,0.5,0.38461538461538464,0.7878456780133437
28,0.6563636363636364,0.23683074149199912,0.2010580438659151,0.2,0.15384615384615385,0.6031292174854546
29,0.7090909090909091,0.3795097053729065,0.1690073340092233,0.3,0.23076923076923078,0.5570550276104647
30,0.7714285714285714,0.3058997732648291,0.18326175294625946,0.3,0.23076923076923078,0.6391877022287054
31,0.7380952380952381,0.4318864106907585,0.18974374375088834,0.4444444444444444,0.3076923076923077,0.6773302008149659
32,0.6909090909090909,0.2873814947040215,0.19079638233417337,0.3,0.23076923076923078,0.5941325609523216
33,0.7163636363636363,0.40753883991725937,0.19949496381675805,0.5,0.38461538461538464,0.7126017463346788
34,0.5927272727272728,0.3870795599919641,0.24936280000481315,0.3,0.23076923076923078,0.715241672115059
35,0.8160714285714286,0.527929288103201,0.1758683515861234,0.5,0.38461538461538464,0.6627324744073381
36,0.6686507936507936,0.3146678629950377,0.1749589531148405,0.4444444444444444,0.3076923076923077,0.527967882955102
37,0.7,0.33501586135602335,0.21660382202890968,0.3,0.23076923076923078,0.6719101630841937
38,0.7054545454545454,0.38275623885918,0.20587626785522253,0.4,0.3076923076923077,0.7029064209356516
39,0.6581818181818182,0.3046516854436109,0.22176572902831435,0.2,0.15384615384615385,0.6358789392666468
40,0.6410714285714286,0.2670483869095931,0.20709686388988469,0.3,0.23076923076923078,0.5947957025901305
41,0.7103174603174603,0.2964469494500454,0.1958845364065934,0.4444444444444444,0.3076923076923077,0.6022265500871911
42,0.5581818181818181,0.20371967129565027,0.23472251315010803,0.2,0.15384615384615385,0.6520196809867405
43,0.7745454545454545,0.5232215572375756,0.20168396323356627,0.5,0.38461538461538464,0.7146400349807444
44,0.72,0.42441017316017315,0.16782562420025834,0.3,0.23076923076923078,0.5267469163518732
45,0.5785714285714285,0.21937612565618447,0.2080182689712744,0.3,0.23076923076923078,0.6162175015004675
46,0.693452380952381,0.37817879288467526,0.18525827625871596,0.3333333333333333,0.23076923076923078,0.5994727347565498
47,0.7381818181818182,0.3848364445244751,0.20257185968403219,0.4,0.3076923076923077,0.60327867331592
48,0.7109090909090909,0.3514993799891498,0.21194869571054012,0.3,0.23076923076923078,0.7254105796340069
49,0.8454545454545455,0.5492766146896582,0.1751899104459241,0.5,0.38461538461538464,0.5856373895408205
