fold,roc_auc,pr_auc,brier,sens_at_20,vpp_at_20,umbral_capacidad
0,0.5839285714285715,0.2869058719058719,0.17987962065717863,0.3,0.23076923076923078,0.4811924297571963
1,0.6388888888888888,0.31677821050580907,0.1749598844872378,0.5555555555555556,0.38461538461538464,0.4995355257656369
2,0.6690909090909092,0.35899488918374367,0.1671349792572288,0.3,0.23076923076923078,0.45674996274229956
3,0.5745454545454546,0.21801772277029974,0.18621430949357629,0.2,0.15384615384615385,0.5433333041188584
4,0.6309090909090909,0.31992315953522854,0.16310454510288905,0.3,0.23076923076923078,0.4254136516130123
5,0.6482142857142856,0.3180374106180558,0.1749595622100971,0.5,0.38461538461538464,0.4793004429352746
6,0.6031746031746031,0.3127059730774901,0.16562847741917264,0.4444444444444444,0.3076923076923077,0.47137624070918094
7,0.5963636363636364,0.2524527041585865,0.18237630013833483,0.4,0.3076923076923077,0.49381617772830805
8,0.6472727272727272,0.29283151312906597,0.18570014625786846,0.3,0.23076923076923078,0.49300336154623314
9,0.5745454545454545,0.3721845403836286,0.1712082302765962,0.4,0.3076923076923077,0.4669439327294534
10,0.7053571428571428,0.37109760500936967,0.15532927903450994,0.5,0.38461538461538464,0.4493904699308216
11,0.5515873015873016,0.19440250104306714,0.17974568773104818,0.3333333333333333,0.23076923076923078,0.5082368834504034
12,0.5254545454545454,0.19958927717428437,0.19891746676705355,0.2,0.15384615384615385,0.5261462587115865
13,0.5654545454545455,0.28634582095382566,0.17879937930023518,0.4,0.3076923076923077,0.4713265621697451
14,0.62,0.30280688124959537,0.1688245878699766,0.4,0.3076923076923077,0.4421989242371181
15,0.6857142857142857,0.35439151085833986,0.16042134357991206,0.4,0.3076923076923077,0.43769503609139915
16,0.5496031746031746,0.25059389654512393,0.17190517403668396,0.4444444444444444,0.3076923076923077,0.47167400834356726
17,0.5618181818181819,0.22588596867930905,0.1808808239221972,0.2,0.15384615384615385,0.4889541911406792
18,0.7745454545454545,0.6155332275691874,0.16256447272383326,0.5,0.38461538461538464,0.47601112688699326
19,0.530909090909091,0.1845313782078488,0.2140390983665026,0.2,0.15384615384615385,0.5437342363960997
20,0.6696428571428572,0.4458180708180708,0.16701692945015686,0.4,0.3076923076923077,0.5074572893493724
21,0.6031746031746031,0.3740214665465275,0.17046017601439895,0.3333333333333333,0.23076923076923078,0.4767282796187827
22,0.610909090909091,0.23338062938353638,0.18225488445377266,0.3,0.23076923076923078,0.48797903340400817
23,0.6963636363636363,0.358700539226855,0.17374925216538298,0.4,0.3076923076923077,0.4977208759319047
24,0.730909090909091,0.4100660054231482,0.15886661578661107,0.4,0.3076923076923077,0.44387175131383355
25,0.5857142857142856,0.29799553371949544,0.1813024687365279,0.4,0.3076923076923077,0.4731685728607733
26,0.6329365079365079,0.30370157023382827,0.1704867674397747,0.3333333333333333,0.23076923076923078,0.4793142573361905
27,0.6781818181818181,0.32488283076664404,0.17785287338643552,0.4,0.3076923076923077,0.5095130980144226
28,0.6363636363636364,0.2839574857918511,0.16838421227455858,0.4,0.3076923076923077,0.48706240287954217
29,0.7036363636363636,0.43395955895955896,0.15680087447277335,0.4,0.3076923076923077,0.4500040456880737
30,0.7392857142857143,0.29593005926186705,0.16204493199973222,0.3,0.23076923076923078,0.46690016077719243
31,0.7321428571428571,0.4635224603580978,0.16618048493637697,0.4444444444444444,0.3076923076923077,0.48558622199311885
32,0.6036363636363636,0.2674819624819625,0.17207906571342796,0.3,0.23076923076923078,0.4568269485951496
33,0.64,0.312422875037372,0.1818293359524428,0.4,0.3076923076923077,0.534705327517286
34,0.5290909090909091,0.2573741920018516,0.19297278719451946,0.4,0.3076923076923077,0.4862249453756861
35,0.7446428571428572,0.3983297959901733,0.16753107155959182,0.5,0.38461538461538464,0.5167150701630655
36,0.6686507936507937,0.30141548278548796,0.1626196084196944,0.4444444444444444,0.3076923076923077,0.44531435185916357
37,0.6109090909090908,0.25440374743914923,0.18049060199248082,0.3,0.23076923076923078,0.5235181317949424
38,0.6854545454545454,0.36994734432234433,0.1658903638665175,0.5,0.38461538461538464,0.4589867859337945
39,0.5890909090909091,0.29070581735188117,0.176471229987607,0.3,0.23076923076923078,0.4607795501052384
40,0.6035714285714286,0.35330183895628053,0.17052356124867998,0.2,0.15384615384615385,0.46472612835790517
41,0.621031746031746,0.24167896032401892,0.17733771001597015,0.2222222222222222,0.15384615384615385,0.48082522530961425
42,0.5690909090909091,0.3507076113877994,0.1804730249678125,0.2,0.15384615384615385,0.4860957811791218
43,0.7618181818181818,0.5495962092780712,0.1668060323667388,0.5,0.38461538461538464,0.49126039379847924
44,0.6763636363636364,0.3743329737864882,0.16526719425185635,0.5,0.38461538461538464,0.45684011707249217
45,0.5392857142857143,0.18581456224366952,0.1804541033874597,0.2,0.15384615384615385,0.4581770427865397
46,0.7013888888888888,0.36264029180695845,0.15843176711793058,0.4444444444444444,0.3076923076923077,0.45002628362118097
47,0.6363636363636365,0.251766213871477,0.1795396871741188,0.4,0.3076923076923077,0.4954377726444715
48,0.6909090909090909,0.40109136234136233,0.16388304163056844,0.3,0.23076923076923078,0.4929092537633945
49,0.7945454545454544,0.46864491900555016,0.16189029481721837,0.5,0.38461538461538464,0.4676548139417783
